phase_id,matter_id,name,status,planned_start,planned_end,actual_start,actual_end,planned_hours,actual_hours,responsible_attorney
589,119,Client Review,Planned,2025-07-07,2025-09-22,,,87,0,Barbara Walters
590,119,Finalization,Planned,2025-09-22,2025-11-30,,,87,0,Barbara Walters
591,120,Research,Planned,2024-07-03,2024-07-29,,,63,0,Tammy Mayer
592,120,Analysis,Planned,2024-07-29,2024-08-22,,,63,0,Michelle Wade
593,120,Draft Opinion,Planned,2024-08-22,2024-09-13,,,63,0,Tammy Mayer
594,120,Client Review,Planned,2024-09-11,2024-10-02,,,63,0,Michelle Wade
595,120,Finalization,Planned,2024-10-02,2024-10-19,,,63,0,Tammy Mayer
596,121,Compliance Review,Planned,2024-03-24,2024-07-17,,,60,0,Rebecca Boyd
597,121,Gap Analysis,Planned,2024-07-17,2024-10-30,,,60,0,Rebecca Boyd
598,121,Remediation Plan,Planned,2024-10-30,2025-02-03,,,60,0,Rebecca Boyd
599,121,Implementation,Planned,2025-02-03,2025-04-30,,,60,0,Gary Nelson
600,121,Monitoring,Planned,2025-04-30,2025-07-15,,,60,0,Gary Nelson
601,122,Document Collection,Completed,2024-08-24,2024-09-24,2024-08-24,2024-09-24,116,105,Scott Gonzalez
602,122,Document Review,Completed,2024-09-24,2024-10-22,2024-09-24,2024-10-22,116,147,Scott Gonzalez
603,122,Interviews,Completed,2024-10-20,2024-11-17,2024-10-20,2024-11-18,116,125,Scott Gonzalez
604,122,Analysis,Completed,2024-11-08,2024-12-10,2024-11-08,2024-12-10,116,131,Scott Gonzalez
605,122,Report Preparation,Completed,2024-11-30,2024-12-30,2024-11-30,2024-12-30,116,130,Scott Gonzalez
606,123,Case Assessment,Planned,2024-08-04,2024-09-13,,,36,0,Tammy Mayer
607,123,Discovery,Planned,2024-09-13,2024-10-19,,,36,0,Tammy Mayer
608,123,Motion Practice,Planned,2024-10-19,2024-11-21,,,36,0,Tammy Mayer
609,123,Trial Preparation,Planned,2024-11-12,2024-12-21,,,36,0,Tammy Mayer
610,123,Trial,Planned,2024-12-21,2025-01-16,,,36,0,Tammy Mayer
611,123,Appeal,Planned,2025-01-16,2025-02-08,,,36,0,Tammy Mayer
612,124,Document Collection,Planned,2024-07-27,2024-11-13,,,38,0,Jordan Snyder
613,124,Document Review,Planned,2024-11-13,2025-02-21,,,38,0,Jordan Snyder
614,124,Interviews,Planned,2025-02-21,2025-05-23,,,38,0,Jordan Snyder
615,124,Analysis,Planned,2025-05-14,2025-08-12,,,38,0,Noah Elliott
616,124,Report Preparation,Planned,2025-08-12,2025-10-23,,,38,0,Jordan Snyder
617,125,Compliance Review,Completed,2025-02-24,2025-05-20,2025-02-24,2025-06-02,150,146,Tammy Mayer
618,125,Gap Analysis,Completed,2025-05-20,2025-08-06,2025-05-20,2025-08-12,150,120,Tammy Mayer
619,125,Remediation Plan,Completed,2025-08-06,2025-10-16,2025-08-06,2025-10-11,150,180,Tammy Mayer
620,125,Implementation,Completed,2025-10-08,2025-12-19,2025-10-08,2025-12-10,150,156,Tammy Mayer
621,125,Monitoring,Completed,2025-12-17,2026-02-14,2025-12-17,2026-02-21,150,200,Tammy Mayer
